sku_id,sku_name,category,sub_category,brand,cost_price,base_price,weight_kg,supplier_id,lead_time_days,reorder_point,safety_stock
SKU_01449,Brand_IB Skincare Item 1449,Health & Beauty,Skincare,Brand_IB,52.05,115.93,1.69,SUPP_049,19,114,15
SKU_01450,Brand_IB Outdoor Recreation Item 1450,Sports & Outdoors,Outdoor Recreation,Brand_IB,13.79,20.85,2.19,SUPP_018,12,65,11
SKU_01451,Brand_JD Beverages Item 1451,Groceries & Essentials,Beverages,Brand_JD,8.67,11.81,0.2,SUPP_026,7,20,4
SKU_01452,Brand_CD Skincare Item 1452,Health & Beauty,Skincare,Brand_CD,39.78,106.66,3.14,SUPP_046,6,18,4
SKU_01453,Brand_EB Bedding Item 1453,Home & Kitchen,Bedding,Brand_EB,106.69,183.93,0.66,SUPP_019,10,28,5
SKU_01454,Brand_DD Outdoor Recreation Item 1454,Sports & Outdoors,Outdoor Recreation,Brand_DD,59.92,119.4,0.98,SUPP_012,29,43,5
SKU_01455,Brand_IE Home Decor Item 1455,Home & Kitchen,Home Decor,Brand_IE,25.37,45.35,3.3,SUPP_040,12,17,3
SKU_01456,Brand_AE Haircare Item 1456,Health & Beauty,Haircare,Brand_AE,30.6,72.25,0.86,SUPP_039,8,13,3
SKU_01457,Brand_DB Skincare Item 1457,Health & Beauty,Skincare,Brand_DB,13.0,40.81,0.81,SUPP_045,16,53,8
SKU_01458,Brand_GC Bedding Item 1458,Home & Kitchen,Bedding,Brand_GC,59.84,117.1,0.22,SUPP_046,14,22,4
SKU_01459,Brand_FD Home Decor Item 1459,Home & Kitchen,Home Decor,Brand_FD,68.77,117.76,2.58,SUPP_037,19,53,7
SKU_01460,Brand_JC Haircare Item 1460,Health & Beauty,Haircare,Brand_JC,57.09,108.68,0.29,SUPP_020,9,18,4
SKU_01461,Brand_IE Packaged Foods Item 1461,Groceries & Essentials,Packaged Foods,Brand_IE,17.03,20.12,3.07,SUPP_007,12,49,8
SKU_01462,Brand_HE Computers Item 1462,Electronics,Computers,Brand_HE,39.12,58.8,0.65,SUPP_014,8,30,6
SKU_01463,Brand_EE Wearables Item 1463,Electronics,Wearables,Brand_EE,99.31,161.32,0.15,SUPP_032,19,88,12
SKU_01464,Brand_AC Footwear Item 1464,Apparel,Footwear,Brand_AC,88.39,179.76,1.92,SUPP_028,29,71,8
SKU_01465,Brand_HC Cycling Item 1465,Sports & Outdoors,Cycling,Brand_HC,169.55,292.68,0.84,SUPP_013,23,31,4
SKU_01466,Brand_GE Personal Care Item 1466,Groceries & Essentials,Personal Care,Brand_GE,13.16,17.1,2.25,SUPP_034,12,165,27
SKU_01467,Brand_EA Women's Wear Item 1467,Apparel,Women's Wear,Brand_EA,17.93,34.95,5.13,SUPP_048,28,68,8
SKU_01468,Brand_AA Accessories Item 1468,Apparel,Accessories,Brand_AA,69.21,160.6,0.73,SUPP_049,23,326,40
SKU_01469,Brand_HD Packaged Foods Item 1469,Groceries & Essentials,Packaged Foods,Brand_HD,3.13,4.29,2.99,SUPP_023,5,15,4
SKU_01470,Brand_HD Smart Home Item 1470,Electronics,Smart Home,Brand_HD,46.44,76.36,2.99,SUPP_007,10,51,9
SKU_01471,Brand_JE Snacks Item 1471,Groceries & Essentials,Snacks,Brand_JE,14.2,18.14,0.54,SUPP_001,10,37,7
SKU_01472,Brand_BE Home Decor Item 1472,Home & Kitchen,Home Decor,Brand_BE,19.07,38.66,0.75,SUPP_020,25,192,23
SKU_01473,Brand_HD Haircare Item 1473,Health & Beauty,Haircare,Brand_HD,42.23,90.77,1.0,SUPP_020,11,76,13
SKU_01474,Brand_JE Beverages Item 1474,Groceries & Essentials,Beverages,Brand_JE,15.96,24.14,1.29,SUPP_025,3,13,4
SKU_01475,Brand_IE Cookware Item 1475,Home & Kitchen,Cookware,Brand_IE,105.01,192.65,0.48,SUPP_014,27,78,9
SKU_01476,Brand_IA Accessories Item 1476,Apparel,Accessories,Brand_IA,18.89,32.64,0.17,SUPP_019,20,39,5
SKU_01477,Brand_CE Wearables Item 1477,Electronics,Wearables,Brand_CE,238.42,343.15,0.98,SUPP_047,25,50,6
SKU_01478,Brand_FD Storage & Org Item 1478,Home & Kitchen,Storage & Org,Brand_FD,86.71,147.25,1.13,SUPP_050,13,31,5
SKU_01479,Brand_JB Bedding Item 1479,Home & Kitchen,Bedding,Brand_JB,10.2,20.69,1.8,SUPP_014,27,261,30
SKU_01480,Brand_AE Men's Wear Item 1480,Apparel,Men's Wear,Brand_AE,31.85,56.65,1.91,SUPP_004,15,65,10
SKU_01481,Brand_IC Men's Wear Item 1481,Apparel,Men's Wear,Brand_IC,49.09,130.16,1.62,SUPP_034,28,44,5
SKU_01482,Brand_GE Computers Item 1482,Electronics,Computers,Brand_GE,226.02,387.15,2.51,SUPP_006,9,18,4
SKU_01483,Brand_GB Outdoor Recreation Item 1483,Sports & Outdoors,Outdoor Recreation,Brand_GB,60.73,113.27,0.21,SUPP_031,16,57,8
SKU_01484,Brand_GB Snacks Item 1484,Groceries & Essentials,Snacks,Brand_GB,13.08,17.07,4.07,SUPP_033,12,17,3
SKU_01485,Brand_CB Audio Item 1485,Electronics,Audio,Brand_CB,203.47,349.12,0.3,SUPP_038,14,99,15
SKU_01486,Brand_JA Packaged Foods Item 1486,Groceries & Essentials,Packaged Foods,Brand_JA,2.73,3.53,1.22,SUPP_024,11,15,3
SKU_01487,Brand_DD Haircare Item 1487,Health & Beauty,Haircare,Brand_DD,19.7,63.11,2.25,SUPP_046,21,1647,208
SKU_01488,Brand_ID Sportswear Item 1488,Apparel,Sportswear,Brand_ID,79.56,179.77,2.48,SUPP_031,22,28,4
SKU_01489,Brand_DB Sportswear Item 1489,Apparel,Sportswear,Brand_DB,8.03,15.56,0.33,SUPP_003,10,375,65
SKU_01490,Brand_CD Women's Wear Item 1490,Apparel,Women's Wear,Brand_CD,55.59,109.22,0.23,SUPP_017,11,22,4
SKU_01491,Brand_EA Personal Care Item 1491,Groceries & Essentials,Personal Care,Brand_EA,30.62,37.05,2.22,SUPP_029,11,26,5
SKU_01492,Brand_HB Cookware Item 1492,Home & Kitchen,Cookware,Brand_HB,37.48,78.56,3.35,SUPP_016,13,22,4
SKU_01493,Brand_FB Smart Home Item 1493,Electronics,Smart Home,Brand_FB,167.36,254.97,6.35,SUPP_030,16,37,6
SKU_01494,Brand_CC Accessories Item 1494,Electronics,Accessories,Brand_CC,302.77,448.58,1.47,SUPP_004,10,14,3
SKU_01495,Brand_JC Snacks Item 1495,Groceries & Essentials,Snacks,Brand_JC,8.66,11.26,0.22,SUPP_011,4,15,4
SKU_01496,Brand_FA Home Decor Item 1496,Home & Kitchen,Home Decor,Brand_FA,68.78,128.43,1.36,SUPP_028,27,45,5
SKU_01497,Brand_AA Bedding Item 1497,Home & Kitchen,Bedding,Brand_AA,22.68,41.19,0.88,SUPP_006,27,76,9
SKU_01498,Brand_CC Personal Care Item 1498,Groceries & Essentials,Personal Care,Brand_CC,27.23,39.85,4.07,SUPP_018,13,77,12
SKU_01499,Brand_AA Packaged Foods Item 1499,Groceries & Essentials,Packaged Foods,Brand_AA,8.06,9.5,0.17,SUPP_040,9,15,3
SKU_01500,Brand_GB Household Supplies Item 1500,Groceries & Essentials,Household Supplies,Brand_GB,25.35,34.57,4.22,SUPP_004,4,11,3
SKU_01501,Brand_BD Accessories Item 1501,Electronics,Accessories,Brand_BD,230.67,317.01,1.35,SUPP_004,25,100,12
SKU_01502,Brand_DB Packaged Foods Item 1502,Groceries & Essentials,Packaged Foods,Brand_DB,4.0,4.72,0.13,SUPP_018,7,49,10
SKU_01503,Brand_JC Outdoor Recreation Item 1503,Sports & Outdoors,Outdoor Recreation,Brand_JC,220.76,345.58,0.3,SUPP_019,25,40,5
SKU_01504,Brand_BD Accessories Item 1504,Apparel,Accessories,Brand_BD,55.21,132.1,1.75,SUPP_049,21,177,23
SKU_01505,Brand_BD Personal Care Item 1505,Groceries & Essentials,Personal Care,Brand_BD,27.54,38.47,2.08,SUPP_045,13,38,6
SKU_01506,Brand_IB Vitamins & Supplements Item 1506,Health & Beauty,Vitamins & Supplements,Brand_IB,9.53,21.11,0.39,SUPP_002,12,30,5
SKU_01507,Brand_HC Cycling Item 1507,Sports & Outdoors,Cycling,Brand_HC,178.07,258.2,0.15,SUPP_029,29,508,56
SKU_01508,Brand_JC Sportswear Item 1508,Apparel,Sportswear,Brand_JC,81.22,149.16,0.73,SUPP_008,29,99,11
SKU_01509,Brand_HC Wearables Item 1509,Electronics,Wearables,Brand_HC,121.25,204.81,2.65,SUPP_027,11,18,3
SKU_01510,Brand_FE Women's Wear Item 1510,Apparel,Women's Wear,Brand_FE,31.37,89.58,2.84,SUPP_018,16,60,9
SKU_01511,Brand_CC Bedding Item 1511,Home & Kitchen,Bedding,Brand_CC,17.62,33.45,0.96,SUPP_025,21,92,12
SKU_01512,Brand_DE Camping Item 1512,Sports & Outdoors,Camping,Brand_DE,183.31,287.71,5.55,SUPP_015,25,80,10
SKU_01513,Brand_CE Cycling Item 1513,Sports & Outdoors,Cycling,Brand_CE,32.77,55.2,0.76,SUPP_018,15,31,5
SKU_01514,Brand_EE Beverages Item 1514,Groceries & Essentials,Beverages,Brand_EE,24.43,36.89,2.44,SUPP_002,10,40,7
SKU_01515,Brand_GD Small Appliances Item 1515,Home & Kitchen,Small Appliances,Brand_GD,72.93,161.12,0.86,SUPP_021,11,33,6
SKU_01516,Brand_AA Wearables Item 1516,Electronics,Wearables,Brand_AA,124.98,200.6,3.01,SUPP_033,15,27,4
SKU_01517,Brand_BD Smart Home Item 1517,Electronics,Smart Home,Brand_BD,241.12,431.93,0.97,SUPP_023,16,41,6
SKU_01518,Brand_EE Storage & Org Item 1518,Home & Kitchen,Storage & Org,Brand_EE,53.69,90.87,0.2,SUPP_009,10,37,7
SKU_01519,Brand_ED Vitamins & Supplements Item 1519,Health & Beauty,Vitamins & Supplements,Brand_ED,44.48,117.14,0.91,SUPP_043,11,181,30
SKU_01520,Brand_EB Cycling Item 1520,Sports & Outdoors,Cycling,Brand_EB,110.96,159.01,4.02,SUPP_047,30,147,16
SKU_01521,Brand_DC Haircare Item 1521,Health & Beauty,Haircare,Brand_DC,10.27,19.09,1.36,SUPP_044,6,35,8
SKU_01522,Brand_EE Small Appliances Item 1522,Home & Kitchen,Small Appliances,Brand_EE,17.38,34.58,1.0,SUPP_004,20,25,4
SKU_01523,Brand_GE Snacks Item 1523,Groceries & Essentials,Snacks,Brand_GE,22.15,26.54,0.37,SUPP_025,13,23,4
SKU_01524,Brand_IE Bedding Item 1524,Home & Kitchen,Bedding,Brand_IE,104.43,223.7,0.59,SUPP_031,7,15,3
SKU_01525,Brand_HD Home Decor Item 1525,Home & Kitchen,Home Decor,Brand_HD,53.7,90.18,1.29,SUPP_041,27,42,5
SKU_01526,Brand_DA Storage & Org Item 1526,Home & Kitchen,Storage & Org,Brand_DA,85.42,176.65,2.91,SUPP_046,11,17,3
SKU_01527,Brand_CB Bedding Item 1527,Home & Kitchen,Bedding,Brand_CB,29.81,47.88,1.43,SUPP_027,27,73,9
SKU_01528,Brand_BE Skincare Item 1528,Health & Beauty,Skincare,Brand_BE,7.91,16.83,0.83,SUPP_049,8,65,13
SKU_01529,Brand_BA Snacks Item 1529,Groceries & Essentials,Snacks,Brand_BA,31.37,41.47,0.58,SUPP_009,9,12,2
SKU_01530,Brand_FC Household Supplies Item 1530,Groceries & Essentials,Household Supplies,Brand_FC,11.59,14.22,2.34,SUPP_023,6,9,2
SKU_01531,Brand_CC Bedding Item 1531,Home & Kitchen,Bedding,Brand_CC,7.98,17.47,6.54,SUPP_048,24,308,37
SKU_01532,Brand_HD Sportswear Item 1532,Apparel,Sportswear,Brand_HD,21.43,52.71,1.23,SUPP_003,18,48,7
SKU_01533,Brand_GA Oral Care Item 1533,Health & Beauty,Oral Care,Brand_GA,53.98,115.42,3.36,SUPP_013,20,35,5
SKU_01534,Brand_IE Packaged Foods Item 1534,Groceries & Essentials,Packaged Foods,Brand_IE,4.24,5.51,1.39,SUPP_002,7,155,31
SKU_01535,Brand_CD Packaged Foods Item 1535,Groceries & Essentials,Packaged Foods,Brand_CD,20.17,26.52,0.66,SUPP_002,3,9,3
SKU_01536,Brand_FB Small Appliances Item 1536,Home & Kitchen,Small Appliances,Brand_FB,84.6,140.45,2.96,SUPP_038,8,15,3
SKU_01537,Brand_IC Packaged Foods Item 1537,Groceries & Essentials,Packaged Foods,Brand_IC,27.73,33.37,0.86,SUPP_014,5,38,9
SKU_01538,Brand_AC Accessories Item 1538,Electronics,Accessories,Brand_AC,245.58,406.13,1.17,SUPP_039,20,132,17
SKU_01539,Brand_FB Snacks Item 1539,Groceries & Essentials,Snacks,Brand_FB,21.75,26.93,0.45,SUPP_038,5,24,6
SKU_01540,Brand_IC Outdoor Recreation Item 1540,Sports & Outdoors,Outdoor Recreation,Brand_IC,87.84,149.47,1.62,SUPP_012,15,44,7
SKU_01541,Brand_HD Packaged Foods Item 1541,Groceries & Essentials,Packaged Foods,Brand_HD,13.28,19.68,0.41,SUPP_009,4,14,4
SKU_01542,Brand_DB Bedding Item 1542,Home & Kitchen,Bedding,Brand_DB,82.98,142.91,0.44,SUPP_007,9,20,4
SKU_01543,Brand_BE Household Supplies Item 1543,Groceries & Essentials,Household Supplies,Brand_BE,24.72,34.18,2.32,SUPP_046,12,96,16
SKU_01544,Brand_AE Packaged Foods Item 1544,Groceries & Essentials,Packaged Foods,Brand_AE,11.36,16.95,0.18,SUPP_025,7,12,3
SKU_01545,Brand_CE Accessories Item 1545,Electronics,Accessories,Brand_CE,238.35,345.14,0.93,SUPP_034,7,116,23
SKU_01546,Brand_HD Home Decor Item 1546,Home & Kitchen,Home Decor,Brand_HD,93.25,206.81,0.22,SUPP_030,14,92,14
SKU_01547,Brand_CA Storage & Org Item 1547,Home & Kitchen,Storage & Org,Brand_CA,128.55,207.63,0.71,SUPP_006,24,272,33
SKU_01548,Brand_DD Accessories Item 1548,Apparel,Accessories,Brand_DD,40.14,89.87,0.58,SUPP_024,19,35,5
SKU_01549,Brand_FC Vitamins & Supplements Item 1549,Health & Beauty,Vitamins & Supplements,Brand_FC,38.71,97.72,0.26,SUPP_010,14,236,36
SKU_01550,Brand_EA Small Appliances Item 1550,Home & Kitchen,Small Appliances,Brand_EA,73.48,118.76,4.84,SUPP_001,14,22,4
SKU_01551,Brand_HE Men's Wear Item 1551,Apparel,Men's Wear,Brand_HE,97.22,167.11,2.54,SUPP_021,17,35,5
SKU_01552,Brand_EB Accessories Item 1552,Electronics,Accessories,Brand_EB,180.01,268.92,4.49,SUPP_050,20,37,5
SKU_01553,Brand_DA Accessories Item 1553,Apparel,Accessories,Brand_DA,5.97,12.23,0.59,SUPP_016,27,61,7
SKU_01554,Brand_FA Skincare Item 1554,Health & Beauty,Skincare,Brand_FA,24.59,54.41,1.18,SUPP_013,5,9,2
SKU_01555,Brand_HB Footwear Item 1555,Apparel,Footwear,Brand_HB,55.46,150.28,1.63,SUPP_049,29,37,4
SKU_01556,Brand_BA Skincare Item 1556,Health & Beauty,Skincare,Brand_BA,3.73,12.08,2.97,SUPP_049,12,81,13
SKU_01557,Brand_FA Computers Item 1557,Electronics,Computers,Brand_FA,90.05,152.24,0.31,SUPP_043,14,123,19
SKU_01558,Brand_AB Skincare Item 1558,Health & Beauty,Skincare,Brand_AB,35.01,94.5,0.56,SUPP_032,7,25,5
SKU_01559,Brand_JA Haircare Item 1559,Health & Beauty,Haircare,Brand_JA,2.5,6.57,1.3,SUPP_050,10,15,3
SKU_01560,Brand_AA Accessories Item 1560,Electronics,Accessories,Brand_AA,118.21,179.96,1.04,SUPP_003,14,49,8
SKU_01561,Brand_FD Sportswear Item 1561,Apparel,Sportswear,Brand_FD,21.57,41.54,0.2,SUPP_025,20,368,48
SKU_01562,Brand_DB Small Appliances Item 1562,Home & Kitchen,Small Appliances,Brand_DB,156.16,248.09,0.18,SUPP_002,20,89,12
SKU_01563,Brand_BA Computers Item 1563,Electronics,Computers,Brand_BA,42.81,60.46,5.36,SUPP_001,9,58,11
SKU_01564,Brand_FE Small Appliances Item 1564,Home & Kitchen,Small Appliances,Brand_FE,103.32,176.48,1.37,SUPP_032,10,34,6
SKU_01565,Brand_DB Cosmetics Item 1565,Health & Beauty,Cosmetics,Brand_DB,48.85,93.03,2.35,SUPP_015,16,23,4
SKU_01566,Brand_JD Accessories Item 1566,Electronics,Accessories,Brand_JD,188.34,262.87,2.83,SUPP_008,17,24,4
SKU_01567,Brand_CA Skincare Item 1567,Health & Beauty,Skincare,Brand_CA,39.53,79.69,2.06,SUPP_023,11,21,4
SKU_01568,Brand_FE Beverages Item 1568,Groceries & Essentials,Beverages,Brand_FE,2.29,2.99,0.89,SUPP_046,7,72,15
SKU_01569,Brand_CE Women's Wear Item 1569,Apparel,Women's Wear,Brand_CE,46.94,95.35,4.73,SUPP_017,14,197,30
SKU_01570,Brand_HC Packaged Foods Item 1570,Groceries & Essentials,Packaged Foods,Brand_HC,10.59,14.14,4.88,SUPP_044,6,30,7
SKU_01571,Brand_BB Accessories Item 1571,Electronics,Accessories,Brand_BB,261.81,387.88,1.03,SUPP_022,11,30,5
SKU_01572,Brand_EC Accessories Item 1572,Apparel,Accessories,Brand_EC,58.14,162.19,3.35,SUPP_015,17,71,10
SKU_01573,Brand_EC Smart Home Item 1573,Electronics,Smart Home,Brand_EC,221.88,299.76,0.26,SUPP_018,21,188,24
SKU_01574,Brand_FC Camping Item 1574,Sports & Outdoors,Camping,Brand_FC,46.85,78.1,2.46,SUPP_001,22,94,12
SKU_01575,Brand_AA Footwear Item 1575,Apparel,Footwear,Brand_AA,91.73,157.27,1.68,SUPP_033,14,19,3
SKU_01576,Brand_GC Footwear Item 1576,Apparel,Footwear,Brand_GC,28.22,54.45,1.26,SUPP_019,29,70,8
SKU_01577,Brand_IA Snacks Item 1577,Groceries & Essentials,Snacks,Brand_IA,27.33,35.79,0.54,SUPP_008,6,9,2
SKU_01578,Brand_ED Snacks Item 1578,Groceries & Essentials,Snacks,Brand_ED,13.98,17.61,2.86,SUPP_033,7,59,12
SKU_01579,Brand_JD Cycling Item 1579,Sports & Outdoors,Cycling,Brand_JD,176.18,320.44,0.2,SUPP_048,12,59,10
SKU_01580,Brand_IB Snacks Item 1580,Groceries & Essentials,Snacks,Brand_IB,17.69,23.31,0.45,SUPP_015,3,26,7
SKU_01581,Brand_FA Skincare Item 1581,Health & Beauty,Skincare,Brand_FA,7.19,19.68,0.31,SUPP_043,16,61,9
SKU_01582,Brand_JC Accessories Item 1582,Electronics,Accessories,Brand_JC,163.41,244.71,0.57,SUPP_017,10,19,4
SKU_01583,Brand_AE Women's Wear Item 1583,Apparel,Women's Wear,Brand_AE,62.21,175.14,1.7,SUPP_019,24,47,6
SKU_01584,Brand_DC Sportswear Item 1584,Apparel,Sportswear,Brand_DC,16.58,28.99,1.38,SUPP_049,26,118,14
SKU_01585,Brand_IE Household Supplies Item 1585,Groceries & Essentials,Household Supplies,Brand_IE,6.73,8.89,1.8,SUPP_005,3,10,3
SKU_01586,Brand_CA Snacks Item 1586,Groceries & Essentials,Snacks,Brand_CA,37.3,44.4,3.36,SUPP_024,12,16,3
SKU_01587,Brand_HE Sportswear Item 1587,Apparel,Sportswear,Brand_HE,22.9,42.49,2.78,SUPP_040,13,144,23
SKU_01588,Brand_FA Men's Wear Item 1588,Apparel,Men's Wear,Brand_FA,34.1,97.32,1.88,SUPP_028,27,74,9
SKU_01589,Brand_JE Home Decor Item 1589,Home & Kitchen,Home Decor,Brand_JE,83.48,144.34,0.23,SUPP_032,24,201,24
SKU_01590,Brand_AE Camping Item 1590,Sports & Outdoors,Camping,Brand_AE,176.58,275.56,0.52,SUPP_031,10,17,3
SKU_01591,Brand_EC Personal Care Item 1591,Groceries & Essentials,Personal Care,Brand_EC,9.33,11.52,3.04,SUPP_025,11,52,9
SKU_01592,Brand_CE Men's Wear Item 1592,Apparel,Men's Wear,Brand_CE,10.53,26.84,2.98,SUPP_008,25,30,4
SKU_01593,Brand_FE Packaged Foods Item 1593,Groceries & Essentials,Packaged Foods,Brand_FE,4.21,5.23,2.46,SUPP_002,5,18,4
SKU_01594,Brand_DE Bedding Item 1594,Home & Kitchen,Bedding,Brand_DE,42.91,81.79,2.68,SUPP_050,21,155,20
SKU_01595,Brand_JC Cosmetics Item 1595,Health & Beauty,Cosmetics,Brand_JC,36.79,80.66,6.17,SUPP_005,19,55,8
SKU_01596,Brand_IB Footwear Item 1596,Apparel,Footwear,Brand_IB,39.85,74.85,0.63,SUPP_024,16,490,70
SKU_01597,Brand_EA Bedding Item 1597,Home & Kitchen,Bedding,Brand_EA,130.14,223.74,1.04,SUPP_004,11,23,4
SKU_01598,Brand_GA Cosmetics Item 1598,Health & Beauty,Cosmetics,Brand_GA,21.1,42.97,0.7,SUPP_030,9,41,8
SKU_01599,Brand_HA Computers Item 1599,Electronics,Computers,Brand_HA,63.69,99.12,2.94,SUPP_021,19,27,4
SKU_01600,Brand_GB Personal Care Item 1600,Groceries & Essentials,Personal Care,Brand_GB,11.13,13.41,1.5,SUPP_006,11,33,6
SKU_01601,Brand_BD Wearables Item 1601,Electronics,Wearables,Brand_BD,87.0,140.89,1.52,SUPP_021,16,74,11
SKU_01602,Brand_FB Packaged Foods Item 1602,Groceries & Essentials,Packaged Foods,Brand_FB,26.79,34.63,0.89,SUPP_030,3,37,10
SKU_01603,Brand_FE Sportswear Item 1603,Apparel,Sportswear,Brand_FE,92.64,163.3,1.72,SUPP_005,26,76,9
SKU_01604,Brand_IA Accessories Item 1604,Apparel,Accessories,Brand_IA,8.3,17.86,0.84,SUPP_011,30,46,5
SKU_01605,Brand_GB Wearables Item 1605,Electronics,Wearables,Brand_GB,28.83,46.27,1.83,SUPP_003,9,136,25
SKU_01606,Brand_IB Storage & Org Item 1606,Home & Kitchen,Storage & Org,Brand_IB,58.2,103.04,0.22,SUPP_031,13,63,10
SKU_01607,Brand_GC Personal Care Item 1607,Groceries & Essentials,Personal Care,Brand_GC,17.38,22.51,2.68,SUPP_003,10,34,6
SKU_01608,Brand_CD Personal Care Item 1608,Groceries & Essentials,Personal Care,Brand_CD,32.11,40.34,0.15,SUPP_022,10,56,10
SKU_01609,Brand_FD Cookware Item 1609,Home & Kitchen,Cookware,Brand_FD,18.44,29.61,0.35,SUPP_040,15,77,12
SKU_01610,Brand_DE Beverages Item 1610,Groceries & Essentials,Beverages,Brand_DE,16.9,20.34,0.16,SUPP_035,8,94,18
SKU_01611,Brand_BC Packaged Foods Item 1611,Groceries & Essentials,Packaged Foods,Brand_BC,3.12,3.73,1.26,SUPP_042,14,24,4
SKU_01612,Brand_FD Audio Item 1612,Electronics,Audio,Brand_FD,116.65,194.18,0.88,SUPP_024,8,18,4
SKU_01613,Brand_CC Audio Item 1613,Electronics,Audio,Brand_CC,61.73,87.04,1.87,SUPP_021,14,52,8
SKU_01614,Brand_GC Computers Item 1614,Electronics,Computers,Brand_GC,223.51,384.69,3.97,SUPP_031,16,31,5
SKU_01615,Brand_JA Packaged Foods Item 1615,Groceries & Essentials,Packaged Foods,Brand_JA,22.24,30.93,0.99,SUPP_039,6,10,2
SKU_01616,Brand_IB Oral Care Item 1616,Health & Beauty,Oral Care,Brand_IB,12.34,30.9,1.33,SUPP_017,9,79,15
SKU_01617,Brand_BA Storage & Org Item 1617,Home & Kitchen,Storage & Org,Brand_BA,136.86,221.96,0.48,SUPP_046,9,53,10
SKU_01618,Brand_BA Accessories Item 1618,Apparel,Accessories,Brand_BA,29.05,74.79,1.54,SUPP_047,23,40,5
SKU_01619,Brand_IB Home Decor Item 1619,Home & Kitchen,Home Decor,Brand_IB,73.75,144.37,0.29,SUPP_038,21,34,5
SKU_01620,Brand_FC Haircare Item 1620,Health & Beauty,Haircare,Brand_FC,29.92,61.66,2.21,SUPP_019,14,25,4
SKU_01621,Brand_JE Storage & Org Item 1621,Home & Kitchen,Storage & Org,Brand_JE,112.47,201.34,0.7,SUPP_003,12,27,5
SKU_01622,Brand_IB Household Supplies Item 1622,Groceries & Essentials,Household Supplies,Brand_IB,29.85,35.59,1.22,SUPP_017,12,92,15
SKU_01623,Brand_AD Household Supplies Item 1623,Groceries & Essentials,Household Supplies,Brand_AD,29.16,41.05,4.01,SUPP_044,5,9,2
SKU_01624,Brand_AB Women's Wear Item 1624,Apparel,Women's Wear,Brand_AB,25.18,48.59,1.59,SUPP_024,11,197,33
SKU_01625,Brand_AB Camping Item 1625,Sports & Outdoors,Camping,Brand_AB,109.36,212.2,2.17,SUPP_015,16,59,9
SKU_01626,Brand_JD Snacks Item 1626,Groceries & Essentials,Snacks,Brand_JD,19.17,25.67,0.25,SUPP_017,9,16,3
SKU_01627,Brand_JB Men's Wear Item 1627,Apparel,Men's Wear,Brand_JB,24.1,41.1,1.7,SUPP_033,26,112,13
SKU_01628,Brand_BC Small Appliances Item 1628,Home & Kitchen,Small Appliances,Brand_BC,54.6,88.09,1.55,SUPP_034,11,45,8
SKU_01629,Brand_CB Storage & Org Item 1629,Home & Kitchen,Storage & Org,Brand_CB,52.03,84.23,2.7,SUPP_001,23,87,11
SKU_01630,Brand_FD Smart Home Item 1630,Electronics,Smart Home,Brand_FD,61.14,101.31,1.53,SUPP_050,21,83,11
SKU_01631,Brand_EA Computers Item 1631,Electronics,Computers,Brand_EA,269.3,362.57,6.3,SUPP_001,25,114,14
SKU_01632,Brand_JD Household Supplies Item 1632,Groceries & Essentials,Household Supplies,Brand_JD,23.81,36.14,0.9,SUPP_006,5,31,7
SKU_01633,Brand_BB Footwear Item 1633,Apparel,Footwear,Brand_BB,26.11,53.03,1.06,SUPP_003,23,30,4
SKU_01634,Brand_ED Vitamins & Supplements Item 1634,Health & Beauty,Vitamins & Supplements,Brand_ED,18.43,42.9,1.46,SUPP_029,12,48,8
SKU_01635,Brand_DB Wearables Item 1635,Electronics,Wearables,Brand_DB,320.13,448.19,6.16,SUPP_037,23,39,5
SKU_01636,Brand_JA Beverages Item 1636,Groceries & Essentials,Beverages,Brand_JA,25.24,38.82,0.67,SUPP_020,8,11,2
SKU_01637,Brand_EC Women's Wear Item 1637,Apparel,Women's Wear,Brand_EC,20.85,41.15,0.91,SUPP_044,21,71,9
SKU_01638,Brand_FB Women's Wear Item 1638,Apparel,Women's Wear,Brand_FB,19.72,52.29,5.42,SUPP_010,28,75,9
SKU_01639,Brand_BB Men's Wear Item 1639,Apparel,Men's Wear,Brand_BB,12.29,26.1,0.48,SUPP_031,24,105,13
SKU_01640,Brand_BA Smart Home Item 1640,Electronics,Smart Home,Brand_BA,180.57,261.05,0.29,SUPP_031,23,40,5
SKU_01641,Brand_FA Accessories Item 1641,Apparel,Accessories,Brand_FA,40.36,99.6,0.72,SUPP_027,20,65,9
SKU_01642,Brand_JA Vitamins & Supplements Item 1642,Health & Beauty,Vitamins & Supplements,Brand_JA,48.72,106.55,0.22,SUPP_027,16,52,8
SKU_01643,Brand_CB Personal Care Item 1643,Groceries & Essentials,Personal Care,Brand_CB,20.81,25.73,2.21,SUPP_017,4,39,10
SKU_01644,Brand_AB Cookware Item 1644,Home & Kitchen,Cookware,Brand_AB,17.55,30.15,0.66,SUPP_017,25,36,5
SKU_01645,Brand_FC Snacks Item 1645,Groceries & Essentials,Snacks,Brand_FC,17.75,23.2,0.93,SUPP_038,3,32,9
SKU_01646,Brand_EA Haircare Item 1646,Health & Beauty,Haircare,Brand_EA,9.51,28.41,0.34,SUPP_037,13,110,17
SKU_01647,Brand_FA Snacks Item 1647,Groceries & Essentials,Snacks,Brand_FA,29.82,40.33,5.25,SUPP_008,12,31,5
